999477,2200475,3607361,pv,1511848894
999477,1796505,3607361,pv,1511848908
999477,77460,3607361,cart,1511848951
999477,4942290,4801426,pv,1511848980
999477,3985997,3607361,pv,1511849008
999477,4997776,4181361,pv,1511849032
999477,4531940,4217906,pv,1511880878
999477,755332,3607361,pv,1511880887
999477,3264775,3607361,pv,1511880962
999477,4975009,2920476,pv,1511885163
999477,86256,4756105,pv,1511885167
999477,2729856,982926,pv,1511885189
999477,1928065,4181361,pv,1511885261
999477,512876,1089685,pv,1511885731
999477,1100497,4756105,pv,1511894117
999477,550009,3607361,pv,1511894126
999477,3783464,4756105,pv,1511894139
999477,1047617,1859277,pv,1511894161
999477,2137870,4801426,cart,1511918363
999477,755332,3607361,pv,1512064546
999477,433264,2735466,pv,1512064563
999477,1716379,4145813,pv,1512064625
999477,3045148,3607361,pv,1512064634
999477,3765079,3607361,pv,1512064641
999477,3661367,1061857,pv,1512064682
999477,2319374,2885642,pv,1512116377
999477,3919305,2885642,pv,1512116419
999477,3992462,2885642,pv,1512116431
999477,3878202,2885642,pv,1512116475
999477,307939,2885642,pv,1512116487
999477,3084240,2885642,cart,1512116578
999477,3204229,2885642,pv,1512116621
999477,439063,2885642,pv,1512116668
999477,1561249,2885642,pv,1512116719
999477,91246,2885642,pv,1512116965
999477,3336653,2885642,pv,1512117004
999477,3412006,2885642,pv,1512117012
999477,3992462,2885642,pv,1512117067
999477,2456805,2885642,pv,1512117139
999477,646443,2885642,pv,1512117154
999477,4199645,2885642,pv,1512117211
999477,3084376,4756105,pv,1512174815
999477,1796505,3607361,pv,1512174849
999477,3783464,4756105,pv,1512174860
999477,4958863,2355072,pv,1512174866
999477,4189616,4756105,pv,1512174902
999477,4654269,2735466,pv,1512174915
999477,2729856,982926,pv,1512174951
999477,3249912,2920476,pv,1512175043
999477,4408236,4756105,pv,1512175102
999477,3762814,1320293,pv,1512175178
999477,619901,2735466,pv,1512175217
999477,2331305,154040,pv,1512175302
999477,377125,982926,pv,1512175444
999477,4107089,2629787,cart,1512175554
999477,4622270,1906712,pv,1512175631
999477,2642113,941706,pv,1512175752
999477,1676262,344833,pv,1512175798
999477,4166206,4643350,pv,1512227504
999477,952458,965809,pv,1512228059
999477,3045148,3607361,pv,1512261022
999477,4948871,4756105,pv,1512261055
999478,2338486,1320293,pv,1511744883
999478,728452,869231,pv,1511752691
999478,2757651,869231,pv,1511752735
999478,1232677,869231,pv,1511752781
999478,4084157,869231,cart,1511752961
999478,728452,869231,pv,1511752979
999478,2238042,869231,pv,1511753203
999478,2757651,869231,pv,1511753228
999478,1426955,4217906,pv,1511772309
999478,3987900,3002561,pv,1511772442
999478,4272967,4145813,pv,1511772515
999478,3602843,3002561,cart,1511772733
999478,3782038,3607361,pv,1511787281
999478,2186644,570735,pv,1512011439
999478,398917,1009182,cart,1512052469
999478,4280758,1009182,cart,1512052885
999478,4723222,1009182,pv,1512053034
999478,4632677,1009182,pv,1512053057
999478,3416583,1009182,cart,1512053080
999478,4924753,2940518,cart,1512053137
999478,3512410,907846,cart,1512053271
999478,4632677,1009182,pv,1512053371
999478,4280758,1009182,pv,1512053421
999478,4400719,1009182,cart,1512053775
999478,1864489,4130426,pv,1512053967
999478,4768250,4130426,pv,1512054157
999478,1298595,411153,pv,1512054491
999478,2238312,411153,pv,1512054507
999478,3473263,411153,pv,1512054533
999478,929747,3566034,pv,1512054918
999478,774634,3566034,pv,1512054974
999478,1510241,3566034,pv,1512055018
999478,774634,3566034,cart,1512055067
999478,1510241,3566034,pv,1512055245
999478,133937,4882154,pv,1512055314
999478,3545121,4882154,pv,1512055403
999478,4271195,411153,pv,1512118183
999478,1864489,4130426,pv,1512118280
999478,1541522,1312642,pv,1512118650
999478,1187037,1312642,pv,1512118939
999478,4275032,1312642,pv,1512118995
999478,4639035,1312642,pv,1512128018
999478,1541522,1312642,pv,1512128434
999478,3078815,4602841,cart,1512130583
999478,2472125,2304296,pv,1512130788
999478,3078815,4602841,buy,1512130907
999478,1177763,4794845,pv,1512131306
999478,343924,2003083,pv,1512132748
999478,421319,2003083,pv,1512132779
999478,4639035,1312642,pv,1512135649
999478,866453,4130426,pv,1512135744
999478,3831658,4130426,cart,1512135962
999478,1560041,3938045,pv,1512136111
999478,21804,1312642,pv,1512136162
999478,1158883,1312642,pv,1512136170
999478,4926197,770683,pv,1512138222
999478,2244549,869231,cart,1512172775
999478,4084157,869231,pv,1512172812
999478,728452,869231,cart,1512172897
999478,4404301,4915680,pv,1512176563
999478,2449173,4915680,pv,1512176612
999478,4473114,4897718,pv,1512176752
999478,1110697,4897718,pv,1512176808
999478,2449173,4915680,buy,1512176889
999478,1110697,4897718,buy,1512176889
999478,3459009,2304296,pv,1512178149
999478,4630598,2304296,pv,1512178164
999478,266744,2304296,cart,1512178199
999478,4630598,2304296,pv,1512178447
999478,4836094,2304296,pv,1512178487
999478,2635598,2596518,pv,1512178548
999478,1992079,1986596,cart,1512178764
999478,4214508,1500130,pv,1512178851
999478,4990293,1986596,pv,1512178870
999478,2540689,1320293,pv,1512203851
999478,1958654,1320293,pv,1512204238
999478,1558119,1320293,pv,1512204274
999478,1958654,1320293,pv,1512204304
999478,4926197,770683,pv,1512204356
999478,1404266,1320293,pv,1512204376
999478,2540689,1320293,cart,1512204398
999478,1404266,1320293,pv,1512204476
999478,728452,869231,pv,1512285813
999478,4106059,869231,pv,1512285888
999478,728452,869231,pv,1512285900
999478,4106059,869231,pv,1512285908
999478,728452,869231,pv,1512285913
999478,2372427,869231,pv,1512285933
999478,1257999,869231,pv,1512285958
999478,728452,869231,pv,1512290461
999478,4404301,4915680,pv,1512290549
999478,2449173,4915680,pv,1512290625
999478,4404301,4915680,pv,1512290641
999478,728452,869231,pv,1512290869
999478,2592223,551706,pv,1512299037
999478,3627910,551706,pv,1512299047
999478,2161272,551706,pv,1512299064
999478,3039126,562672,pv,1512304199
999478,525090,562672,pv,1512304285
999478,2413168,562672,pv,1512304306
999479,92896,3738615,pv,1511698581
999479,2208908,4321796,pv,1511698951
999479,5003951,1792277,pv,1511698965
999479,3822103,2578647,pv,1511699475
999479,570586,2578647,pv,1511699494
999479,302565,2578647,pv,1511699596
999479,3094993,2578647,pv,1511699621
999479,3935265,2578647,pv,1511782487
999479,4755718,2578647,pv,1511782524
999479,3935265,2578647,pv,1511782579
999479,3833585,2578647,pv,1511782584
999479,3935265,2578647,pv,1511782593
999479,3833585,2578647,pv,1511782600
999479,3935265,2578647,pv,1511782653
999479,1422235,2578647,pv,1511782687
999479,1431275,2578647,pv,1511782757
999479,3833585,2578647,pv,1511785526
999479,759488,2578647,pv,1511785528
999479,3833585,2578647,pv,1511785627
999479,3396812,2578647,pv,1511785718
999479,2460285,2578647,pv,1511785993
999479,2553374,2578647,pv,1511786166
999479,2460285,2578647,pv,1511786192
999479,2553374,2578647,pv,1511786300
999479,2460285,2578647,pv,1511786380
999479,2553374,2578647,pv,1511786395
999479,2460285,2578647,pv,1511786469
999479,2553374,2578647,pv,1511786486
999479,2460285,2578647,pv,1511786507
999479,2553374,2578647,pv,1511786520
999479,2460285,2578647,buy,1511786843
999479,3833585,2578647,pv,1511786876
999479,2460285,2578647,pv,1511786893
999479,3833585,2578647,pv,1511786904
999479,2460285,2578647,pv,1511844113
999479,3916034,3800818,pv,1511846575
999479,2566473,3607361,pv,1511854343
999479,3645579,3299155,pv,1511855352
999479,3916034,3800818,pv,1511861656
999479,3745801,3231625,pv,1511867084
999479,2241110,578983,pv,1511873415
999479,4830128,4159811,cart,1511970690
999479,3919744,4159811,pv,1511970835
999479,4830128,4159811,buy,1511971350
999479,2460285,2578647,pv,1511995354
999479,606724,4159811,pv,1512021687
999479,4530069,4086613,pv,1512045059
999479,4217291,4086613,pv,1512045111
999479,229393,3299155,pv,1512045308
999479,1950584,3299155,pv,1512045480
999479,2818916,3299155,pv,1512045502
999479,376277,3299155,pv,1512045564
999479,464197,4022701,pv,1512045581
999479,494183,4022701,pv,1512045585
999479,932064,4022701,pv,1512045663
999479,1450574,4022701,pv,1512045700
999479,1912322,4662072,pv,1512045795
999479,1904861,4662072,pv,1512045848
999479,3459325,2578647,pv,1512046275
999479,1235827,4357323,cart,1512046763
999479,501736,4022701,pv,1512193954
999479,4901848,1216617,pv,1512193995
999479,4310972,3738615,pv,1512194111
999479,517335,3738615,pv,1512194186
999479,4310972,3738615,pv,1512194194
999479,391965,323851,pv,1512194219
999479,2528757,2052526,pv,1512194287
999479,3593296,3102419,pv,1512194541
999479,2854060,3102419,pv,1512194582
999479,162867,3102419,pv,1512194859
999479,3593296,3102419,pv,1512194887
999479,1442335,3102419,pv,1512195270
999479,3593296,3102419,cart,1512195688
